Area,Address,Price,Price(USD),Cluster,Parking,Warehouse,Elevator,Room
70.0,Central Janatabad,3100000000.0,103333.33,0,True,True,True,1
60.0,West Ferdows Boulevard,2450000000.0,81666.67,0,True,True,True,1
53.0,East Ferdows Boulevard,1920000000.0,64000.0,2,True,True,False,1
90.0,Pakdasht KhatunAbad,850000000.0,28333.329999999987,1,False,True,False,1
72.0,Amirieh,1650000000.0,55000.0,0,True,True,True,2
74.0,Amirieh,1700000000.0,56666.67,0,True,True,True,2
88.0,Parand,560000000.0,18666.670000000013,5,False,False,True,3
63.0,Punak,2150000000.0,71666.67,0,True,True,True,1
114.0,Sattarkhan,5500000000.0,183333.33,0,True,True,True,3
42.0,Shahran,1760000000.0,58666.67,3,True,False,True,1
74.0,Amirieh,1700000000.0,56666.67,0,True,True,True,2
88.0,Parand,560000000.0,18666.670000000013,5,False,False,True,3
63.0,Punak,2150000000.0,71666.67,0,True,True,True,1
114.0,Sattarkhan,5500000000.0,183333.33,0,True,True,True,3
42.0,Shahran,1760000000.0,58666.67,3,True,False,True,1
110.0,West Ferdows Boulevard,3730000000.0,124333.33,0,True,True,True,2
100.0,Shahrake Qods,620000000.0,20666.670000000013,4,False,False,False,2
140.0,Shahryar,580000000.0,19333.329999999987,4,False,False,False,1
70.0,Northern Janatabad,3050000000.0,101666.67,0,True,True,True,2
60.0,West Ferdows Boulevard,2000000000.0,66666.67,2,True,True,False,2
76.0,North Program Organization,2600000000.0,86666.67,0,True,True,True,2
148.0,Daryan No,5990000000.0,199666.67,0,True,True,True,3
75.0,North Program Organization,2300000000.0,76666.67,0,True,True,True,2
40.0,Pirouzi,1300000000.0000005,43333.32999999999,2,True,True,False,1
65.0,Southern Program Organization,2270000000.0,75666.67,0,True,True,True,2
140.0,Rudhen,4000000000.0,133333.33,0,True,True,True,3
110.0,West Pars,4000000000.0,133333.33,0,True,True,True,2
70.0,Afsarieh,1650000000.0,55000.0,3,True,False,True,2
128.0,Marzdaran,6700000000.0,223333.33,0,True,True,True,3
94.0,Parand,580000000.0,19333.329999999987,0,True,True,True,2
67.0,Punak,2300000000.0,76666.67,0,True,True,True,1
75.0,Shahrake Qods,650000000.0,21666.670000000013,0,True,True,True,1
40.0,Shahrake Qods,248000000.0,8266.670000000013,4,False,False,False,0
97.0,Pardis,510000000.0,17000.0,0,True,True,True,2
110.0,Shahran,3850000000.0,128333.33,0,True,True,True,2
150.0,Sadeghieh,6000000000.0,200000.0,0,True,True,True,3
75.0,Chahardangeh,780000000.0,26000.0,4,False,False,False,2
137.0,ShahrAra,7200000000.0,240000.0,0,True,True,True,3
85.0,Parand,410000000.0,13666.670000000013,0,True,True,True,2
68.0,Pakdasht,430000000.0,14333.329999999987,1,False,True,False,2
78.0,Baqershahr,800000000.0,26666.670000000013,1,False,True,False,2
85.0,Parand,545000000.0,18166.670000000013,0,True,True,True,2
100.0,Parand,1280000000.0,42666.67000000001,2,True,True,False,2
71.0,Punak,2800000000.0,93333.33,0,True,True,True,2
136.0,Parand,750000000.0,25000.0,2,True,True,False,3
48.0,Jeyhoon,850000000.0,28333.329999999987,4,False,False,False,1
100.0,Lavizan,3300000000.0,110000.0,0,True,True,True,2
82.0,Shams Abad,3280000000.0,109333.33,3,True,False,True,2
120.0,Fatemi,4800000000.0,160000.0,0,True,True,True,3
139.0,Gisha,7300000000.0,243333.33,0,True,True,True,3
110.0,Keshavarz Boulevard,3950000000.0,131666.67,0,True,True,True,3
78.0,Parand,370000000.0,12333.329999999987,5,False,False,True,2
79.0,Baghestan,750000000.0,25000.0,4,False,False,False,2
66.0,Salsabil,1725000000.0,57500.0,0,True,True,True,2
78.0,Kahrizak,780000000.0,26000.0,0,True,True,True,2
85.0,Shahryar,1419000000.0,47300.0,0,True,True,True,2
100.0,Qarchak,1199999999.9999995,39999.99999999997,2,True,True,False,2
80.0,Northren Jamalzadeh,3600000000.0,120000.0,0,True,True,True,2
44.0,Salsabil,1050000000.0,35000.0,2,True,True,False,1
120.0,Shahryar,1199999999.9999995,39999.99999999997,2,True,True,False,2
50.0,Shahrake Qods,340000000.0,11333.329999999987,1,False,True,False,1
121.0,Ostad Moein,3300000000.0,110000.0,2,True,True,False,3
80.0,Azarbaijan,2800000000.0,93333.33,0,True,True,True,2
70.0,Bahar,1199999999.9999995,39999.99999999997,3,False,True,True,2
160.0,Qarchak,3600000.0,120.0,4,False,False,False,1
40.0,Pakdasht,165000000.0,5500.0,4,False,False,False,0
88.0,Railway,2860000000.0,95333.33,0,True,True,True,2
141.0,Persian Gulf Martyrs Lake,3810000000.0,127000.0,0,True,True,True,3
140.0,Persian Gulf Martyrs Lake,1790000000.0,59666.67,0,True,True,True,3
120.0,Persian Gulf Martyrs Lake,1530000000.0,51000.0,0,True,True,True,2
66.0,Beryanak,1000000000.0,33333.32999999999,1,False,True,False,2
70.0,Punak,3500000000.0,116666.67,0,True,True,True,2
75.0,Heshmatieh,3000000000.0,100000.0,3,True,False,True,2
70.0,Elm-o-Sanat,1800000000.0,60000.0,3,False,True,True,2
95.0,Golestan,950000000.0,31666.670000000013,0,True,True,True,2
127.0,Southern Janatabad,6000000000.0,200000.0,0,True,True,True,2
123.0,Shahr-e-Ziba,3700000000.0,123333.33,0,True,True,True,3
63.0,Southern Janatabad,2000000000.0,66666.67,0,True,True,True,2
90.0,Punak,3050000000.0,101666.67,0,True,True,True,2
105.0,Pardis,605000000.0,20166.670000000013,0,True,True,True,2
120.0,Pirouzi,3700000000.0,123333.33,3,True,False,True,3
65.0,Feiz Garden,2500000000.0,83333.33,0,True,True,True,2
144.0,Chardivari,7632000000.0,254400.0,0,True,True,True,3
144.0,Punak,7632000000.0,254400.0,0,True,True,True,3
63.0,Central Janatabad,3000000000.0,100000.0,0,True,True,True,2
75.0,East Ferdows Boulevard,2100000000.0,70000.0,0,True,True,True,2
88.0,Gholhak,4700000000.0,156666.67,3,True,False,True,2
117.0,Islamshahr,1579500000.0,52650.0,0,True,True,True,2
65.0,Pirouzi,1750000000.0,58333.33,2,True,True,False,1
90.0,Central Janatabad,3780000000.0,126000.0,0,True,True,True,2
125.0,Heravi,8100000000.0,270000.0,0,True,True,True,2
71.0,Hashemi,1550000000.0,51666.67,3,False,True,True,2
71.0,Jeyhoon,1640000000.0,54666.67,3,False,True,True,2
67.0,Central Janatabad,2750000000.0,91666.67,0,True,True,True,2
60.0,Punak,1750000000.0,58333.33,0,True,True,True,1
44.0,Andisheh,350000000.0,11666.670000000013,2,True,True,False,1
68.0,Heravi,4115000000.0,137166.67,0,True,True,True,1
100.0,Pasdaran,8000000000.0,266666.67,0,True,True,True,2
86.0,Pardis,580000000.0,19333.329999999987,0,True,True,True,2
84.0,Pardis,560000000.0,18666.670000000013,0,True,True,True,2
94.0,Heravi,4800000000.0,160000.0,0,True,True,True,2
55.0,West Ferdows Boulevard,1550000000.0,51666.67,1,False,True,False,1
113.0,Saadat Abad,7500000000.0,250000.0,0,True,True,True,2
71.0,Islamshahr,630000000.0,21000.0,0,True,True,True,2
70.0,Dehkade Olampic,2000000000.0,66666.67,2,True,True,False,2
106.0,Golestan,1100000000.0,36666.67000000001,0,True,True,True,2
114.0,West Pars,3820000000.0,127333.33,0,True,True,True,2
100.0,Punak,6000000000.0,200000.0,0,True,True,True,2
122.0,Saadat Abad,5800000000.0,193333.33,0,True,True,True,2
65.0,Southern Janatabad,3000000000.0,100000.0,0,True,True,True,1
124.0,Pirouzi,3968000000.0,132266.67,0,True,True,True,3
83.0,Republic,1909000000.0,63633.33,0,True,True,True,2
104.0,East Ferdows Boulevard,5700000000.0,190000.0,0,True,True,True,2
103.0,West Ferdows Boulevard,3200000000.0,106666.67,0,True,True,True,3
48.0,West Ferdows Boulevard,1920000000.0,64000.0,0,True,True,True,1
135.0,Gheitarieh,7400000000.0,246666.67,2,True,True,False,2
86.0,Saadat Abad,6200000000.0,206666.67,0,True,True,True,2
75.0,East Ferdows Boulevard,2350000000.0,78333.33,0,True,True,True,2
58.0,East Ferdows Boulevard,1850000000.0,61666.67,0,True,True,True,1
82.0,Qazvin Imamzadeh Hassan,1886000000.0,62866.67,0,True,True,True,2
58.0,Shahran,2200000000.0,73333.33,0,True,True,True,2
101.0,Beryanak,2323000000.0,77433.33,0,True,True,True,2
90.0,Niavaran,6800000000.0,226666.67,0,True,True,True,2
132.0,Gheitarieh,6250000000.0,208333.33,0,True,True,True,3
81.0,Valiasr,1863000000.0,62100.0,0,True,True,True,2
113.0,Pasdaran,8500000000.0,283333.33,0,True,True,True,2
100.0,Valiasr,2300000000.0,76666.67,0,True,True,True,2
80.0,Central Janatabad,3350000000.0,111666.67,0,True,True,True,2
76.0,Jeyhoon,2000000000.0,66666.67,0,True,True,True,2
128.0,Punak,5700000000.0,190000.0,0,True,True,True,3
74.0,Amir Bahador,1702000000.0,56733.32999999999,0,True,True,True,2
75.0,Central Janatabad,3000000000.0,100000.0,0,True,True,True,1
120.0,Pasdaran,7500000000.0,250000.0,0,True,True,True,2
120.0,Pasdaran,7500000000.0,250000.0,0,True,True,True,2
85.0,Ekhtiarieh,5000000000.0,166666.67,0,True,True,True,2
105.0,Pardis,700000000.0,23333.329999999987,0,True,True,True,2
58.0,Ekbatan,2810000000.0,93666.67,0,True,True,True,1
75.0,Parand,395000000.0,13166.670000000013,0,True,True,True,2
62.0,Shahran,1850000000.0,61666.67,0,True,True,True,1
93.0,Rudhen,1450000000.0,48333.33,0,True,True,True,2
75.0,Islamshahr,715000000.0,23833.329999999987,0,True,True,True,2
86.0,Islamshahr,1199999999.9999995,39999.99999999997,2,True,True,False,2
120.0,Southern Program Organization,4260000000.0,142000.0,0,True,True,True,2
95.0,Andisheh,1500000000.0,50000.0,0,True,True,True,2
70.0,West Ferdows Boulevard,2120000000.0,70666.67,2,True,True,False,2
75.0,East Ferdows Boulevard,2000000000.0,66666.67,2,True,True,False,2
81.0,Pardis,590000000.0,19666.670000000013,3,True,False,True,2
65.0,West Ferdows Boulevard,1930000000.0,64333.33,2,True,True,False,1
75.0,East Ferdows Boulevard,2730000000.0,91000.0,0,True,True,True,2
106.0,East Ferdows Boulevard,3150000000.0,105000.0,2,True,True,False,2
115.0,East Ferdows Boulevard,4600000000.0,153333.33,0,True,True,True,2
100.0,Shahr-e-Ziba,3000000000.0,100000.0,0,True,True,True,2
118.0,East Ferdows Boulevard,4500000000.0,150000.0,0,True,True,True,2
116.0,East Ferdows Boulevard,5100000000.0,170000.0,0,True,True,True,2
76.0,Shahr-e-Ziba,2200000000.0,73333.33,0,True,True,True,2
74.0,East Ferdows Boulevard,2300000000.0,76666.67,2,True,True,False,2
96.0,Saadat Abad,4500000000.0,150000.0,0,True,True,True,2
87.0,Pardis,625000000.0,20833.329999999987,0,True,True,True,2
43.0,Northern Janatabad,1620000000.0,54000.0,2,True,True,False,1
53.0,East Ferdows Boulevard,1920000000.0,64000.0,0,True,True,True,1
78.0,Shahr-e-Ziba,2250000000.0,75000.0,0,True,True,True,2
55.0,West Ferdows Boulevard,1850000000.0,61666.67,0,True,True,True,1
78.0,Southern Janatabad,3600000000.0,120000.0,0,True,True,True,2
95.0,Southern Janatabad,4400000000.0,146666.67,0,True,True,True,2
115.0,Punak,4500000000.0,150000.0,0,True,True,True,3
113.0,Punak,4300000000.0,143333.33,0,True,True,True,2
85.0,Punak,3380000000.0,112666.67,0,True,True,True,2
90.0,Saadat Abad,6500000000.0,216666.67,0,True,True,True,2
63.0,Punak,2200000000.0,73333.33,1,True,False,False,1
75.0,Central Janatabad,3220000000.0,107333.33,0,True,True,True,2
130.0,Punak,6240000000.0,208000.0,0,True,True,True,3
91.0,Punak,3350000000.0,111666.67,0,True,True,True,2
121.0,Persian Gulf Martyrs Lake,3650000000.0,121666.67,0,True,True,True,3
126.0,East Ferdows Boulevard,5500000000.0,183333.33,0,True,True,True,2
110.0,Pasdaran,6600000000.0,220000.0,0,True,True,True,1
145.0,Haft Tir,4700000000.0,156666.67,0,True,True,True,3
81.0,Shahrake Qods,810000000.0,27000.0,0,True,True,True,2
64.0,Shahr-e-Ziba,2200000000.0,73333.33,0,True,True,True,2
112.0,Shahr-e-Ziba,3680000000.0,122666.67,0,True,True,True,2
135.0,Pasdaran,8100000000.0,270000.0,0,True,True,True,3
130.0,Mahallati,5200000000.0,173333.33,0,True,True,True,3
84.0,Shahran,3400000000.0,113333.33,0,True,True,True,2
82.0,Shahran,3550000000.0,118333.33,0,True,True,True,2
60.0,Southern Janatabad,1950000000.0,65000.0,0,True,True,True,1
65.0,Southern Janatabad,2000000000.0,66666.67,3,False,True,True,1
60.0,Southern Janatabad,2280000000.0,76000.0,2,True,True,False,1
63.0,Southern Janatabad,2000000000.0,66666.67,0,True,True,True,2
70.0,Southern Janatabad,1950000000.0,65000.0,0,True,True,True,2
92.0,Feiz Garden,3900000000.0,130000.0,0,True,True,True,2
98.0,Pasdaran,7800000000.0,260000.0,0,True,True,True,2
62.0,Southern Janatabad,2280000000.0,76000.0,0,True,True,True,1
65.0,Punak,2900000000.0,96666.67,0,True,True,True,1
90.0,Ozgol,5000000000.0,166666.67,0,True,True,True,2
59.0,Southern Janatabad,1900000000.0,63333.330000000016,0,True,True,True,2
63.0,Southern Janatabad,2000000000.0,66666.67,0,True,True,True,2
60.0,Southern Janatabad,2200000000.0,73333.33,0,True,True,True,2
70.0,Southern Janatabad,2500000000.0,83333.33,0,True,True,True,2
60.0,Southern Janatabad,2200000000.0,73333.33,0,True,True,True,1
65.0,Southern Janatabad,2000000000.0,66666.67,0,True,True,True,1
60.0,Southern Janatabad,2250000000.0,75000.0,0,True,True,True,1
60.0,Southern Janatabad,2250000000.0,75000.0,0,True,True,True,1
86.0,Southern Janatabad,3600000000.0,120000.0,0,True,True,True,2
109.0,Heravi,6000000000.0,200000.0,0,True,True,True,2
98.0,Narmak,2842000000.0,94733.33,2,True,True,False,2
80.0,Central Janatabad,3120000000.0,104000.0,0,True,True,True,2
95.0,Saadat Abad,4550000000.0,151666.67,0,True,True,True,2
86.0,Punak,3700000000.0,123333.33,0,True,True,True,2
74.0,Punak,3250000000.0,108333.33,0,True,True,True,1
87.0,Northern Janatabad,3550000000.0,118333.33,0,True,True,True,2
82.0,West Ferdows Boulevard,3450000000.0,115000.0,0,True,True,True,2
55.0,Shahr-e-Ziba,2490000000.0,83000.0,0,True,True,True,1
148.0,Ekhtiarieh,8400000000.0,280000.0,0,True,True,True,3
55.0,Shahr-e-Ziba,2020000000.0,67333.33,3,True,False,True,1
100.0,Southern Janatabad,3800000000.0,126666.67,2,True,True,False,2
55.0,West Ferdows Boulevard,1550000000.0,51666.67,1,False,True,False,1
130.0,Central Janatabad,5300000000.0,176666.67,0,True,True,True,3
100.0,Gheitarieh,8000000000.0,266666.67,0,True,True,True,2
80.0,North Program Organization,3100000000.0,103333.33,0,True,True,True,2
110.0,Tajrish,6600000000.0,220000.0,0,True,True,True,2
101.0,Ekhtiarieh,6500000000.0,216666.67,0,True,True,True,3
104.0,Feiz Garden,3850000000.0,128333.33,0,True,True,True,2
70.0,Northern Janatabad,3200000000.0,106666.67,0,True,True,True,2
76.0,Shahr-e-Ziba,2570000000.0,85666.67,2,True,True,False,2
110.0,Feiz Garden,4300000000.0,143333.33,0,True,True,True,2
90.0,Feiz Garden,3850000000.0,128333.33,0,True,True,True,2
77.0,Shahr-e-Ziba,2570000000.0,85666.67,0,True,True,True,2
96.0,Pasdaran,5600000000.0,186666.67,0,True,True,True,2
75.0,Central Janatabad,3250000000.0,108333.33,0,True,True,True,1
79.0,Abazar,3000000000.0,100000.0,0,True,True,True,2
67.0,Saadat Abad,3400000000.0,113333.33,0,True,True,True,1
125.0,Shahr-e-Ziba,6400000000.0,213333.33,0,True,True,True,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
91.0,Saadat Abad,5400000000.0,180000.0,0,True,True,True,2
105.0,Parand,1417500000.0,47250.0,0,True,True,True,2
66.0,Ostad Moein,1585000000.0,52833.33,0,True,True,True,2
86.0,Southern Janatabad,3270000000.0,109000.0,0,True,True,True,2
72.0,Northern Janatabad,2380000000.0,79333.33,2,True,True,False,2
148.0,Koohsar,4500000000.0,150000.0,3,True,False,True,2
84.0,Saadat Abad,4600000000.0,153333.33,0,True,True,True,2
65.0,West Ferdows Boulevard,3900000000.0,130000.0,0,True,True,True,1
115.0,Ekhtiarieh,7400000000.0,246666.67,0,True,True,True,2
105.0,Saadat Abad,5700000000.0,190000.0,0,True,True,True,2
87.0,Pardis,650000000.0,21666.670000000013,0,True,True,True,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
60.0,Persian Gulf Martyrs Lake,875000000.0,29166.670000000013,0,True,True,True,1
68.0,Southern Program Organization,2630000000.0,87666.67,0,True,True,True,1
49.0,West Ferdows Boulevard,2200000000.0,73333.33,0,True,True,True,1
55.0,West Ferdows Boulevard,2200000000.0,73333.33,0,True,True,True,1
140.0,Punak,7700000000.0,256666.67,0,True,True,True,3
82.0,Punak,4018000000.0,133933.33,0,True,True,True,2
53.0,West Ferdows Boulevard,1640000000.0,54666.67,1,False,True,False,1
51.0,West Ferdows Boulevard,1550000000.0,51666.67,1,False,True,False,1
54.0,West Ferdows Boulevard,2130000000.0,71000.0,2,True,True,False,1
82.0,Sattarkhan,4100000000.0,136666.67,0,True,True,True,2
75.0,West Ferdows Boulevard,2800000000.0,93333.33,0,True,True,True,2
98.0,West Ferdows Boulevard,4520000000.0,150666.67,0,True,True,True,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
70.0,Niavaran,5600000000.0,186666.67,0,True,True,True,1
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
64.0,Ekbatan,3700000000.0,123333.33,0,True,True,True,1
85.0,Jeyhoon,2100000000.0,70000.0,0,True,True,True,2
48.0,Parastar,980000000.0,32666.670000000013,1,False,True,False,1
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
84.0,Pardis,680000000.0,22666.670000000013,0,True,True,True,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
108.0,Gisha,5180000000.0,172666.67,0,True,True,True,2
62.0,Shahr-e-Ziba,2580000000.0,86000.0,0,True,True,True,1
70.0,Southern Janatabad,3370000000.0,112333.33,0,True,True,True,2
135.0,Abazar,6480000000.0,216000.0,0,True,True,True,3
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
108.0,Farmanieh,6200000000.0,206666.67,0,True,True,True,2
91.0,Ekhtiarieh,5180000000.0,172666.67,0,True,True,True,2
112.0,Gheitarieh,7500000000.0,250000.0,2,True,True,False,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
123.0,Pirouzi,4059000000.0,135300.0,0,True,True,True,2
69.0,Pirouzi,1800000000.0,60000.0,0,True,True,True,2
66.0,Pirouzi,1850000000.0,61666.67,3,True,False,True,1
80.0,Ostad Moein,2150000000.0,71666.67,0,True,True,True,2
44.0,Pirouzi,880000000.0,29333.329999999987,2,True,True,False,1
100.0,Shahr-e-Ziba,3400000000.0,113333.33,0,True,True,True,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
126.0,Ostad Moein,3000000000.0,100000.0,0,True,True,True,3
85.0,Majidieh,2500000000.0,83333.33,0,True,True,True,2
75.0,Shahr-e-Ziba,1890000000.0,63000.0,2,True,True,False,2
57.00000000000001,Parastar,1270000000.0,42333.32999999999,3,False,True,True,1
61.0,Shahr-e-Ziba,1990000000.0,66333.33,1,False,True,False,1
79.0,Jeyhoon,1817000000.0,60566.67,0,True,True,True,2
68.0,Pirouzi,2450000000.0,81666.67,0,True,True,True,1
105.0,Pardis,1000000000.0,33333.32999999999,0,True,True,True,2
105.0,Saadat Abad,7700000000.0,256666.67,0,True,True,True,2
160.0,Pardis,1930000000.0,64333.33,0,True,True,True,2
100.0,Pardis,585000000.0,19500.0,0,True,True,True,2
94.0,Pardis,990000000.0,33000.0,3,True,False,True,2
80.0,Northern Janatabad,2200000000.0,73333.33,1,False,True,False,2
75.0,Parastar,2300000000.0,76666.67,3,True,False,True,2
99.0,North Program Organization,4190000000.0,139666.67,0,True,True,True,3
90.0,Shahr-e-Ziba,4099000000.0,136633.33,0,True,True,True,2
129.0,Shahr-e-Ziba,4500000000.0,150000.0,0,True,True,True,3
102.0,Parastar,2030000000.0,67666.67,2,True,True,False,2
141.0,Pakdasht,1225000000.0,40833.32999999999,0,True,True,True,3
96.0,Shahr-e-Ziba,3840000000.0,128000.0,0,True,True,True,2
155.0,Heravi,8600000000.0,286666.67,0,True,True,True,3
87.0,Gheitarieh,6264000000.0,208800.0,0,True,True,True,2
87.0,Gheitarieh,6264000000.0,208800.0,0,True,True,True,2
105.0,Gheitarieh,6200000000.0,206666.67,0,True,True,True,2
61.0,Shahran,1850000000.0,61666.67,0,True,True,True,1
88.0,East Ferdows Boulevard,3700000000.0,123333.33,0,True,True,True,2
101.0,West Ferdows Boulevard,3700000000.0,123333.33,0,True,True,True,2
160.0,Pardis,1930000000.0,64333.33,0,True,True,True,2
130.0,Southern Chitgar,3250000000.0,108333.33,0,True,True,True,2
150.0,Karimkhan,7800000000.0,260000.0,0,True,True,True,3
144.0,Railway,6600000000.0,220000.0,0,True,True,True,2
91.0,Southern Janatabad,4500000000.0,150000.0,0,True,True,True,2
68.0,West Ferdows Boulevard,2200000000.0,73333.33,0,True,True,True,2
133.0,Rudhen,2260000000.0,75333.33,0,True,True,True,3
71.0,Si Metri Ji,1633000000.0,54433.33,0,True,True,True,2
64.0,Pardis,680000000.0,22666.670000000013,0,True,True,True,1
132.0,Rudhen,2244000000.0,74800.0,0,True,True,True,2
95.0,Abazar,5600000000.0,186666.67,0,True,True,True,2
95.0,Abazar,4500000000.0,150000.0,0,True,True,True,2
102.0,Abazar,5200000000.0,173333.33,0,True,True,True,2
120.0,Abazar,6250000000.0,208333.33,0,True,True,True,2
117.0,East Ferdows Boulevard,4600000000.0,153333.33,0,True,True,True,3
55.0,Karoon,1570000000.0,52333.33,0,True,True,True,1
60.0,Northern Chitgar,295000000.0,9833.329999999987,0,True,True,True,1
85.0,Jeyhoon,1900000000.0,63333.330000000016,0,True,True,True,2
80.0,Jeyhoon,1750000000.0,58333.33,3,False,True,True,2
54.0,Jeyhoon,1500000000.0,50000.0,0,True,True,True,1
57.00000000000001,Feiz Garden,1880000000.0,62666.67,0,True,True,True,1
101.0,Pirouzi,3130000000.0,104333.33,3,True,False,True,2
65.0,Feiz Garden,1960000000.0,65333.33,2,True,True,False,2
91.0,Punak,3230000000.0,107666.67,0,True,True,True,2
105.0,Pardis,690000000.0,23000.0,0,True,True,True,2
86.0,Central Janatabad,3480000000.0,116000.0,0,True,True,True,2
87.0,Pardis,760000000.0,25333.329999999987,0,True,True,True,2
103.0,Shahran,3550000000.0,118333.33,0,True,True,True,2
81.0,East Pars,2891700000.0,96390.0,0,True,True,True,2
73.0,Feiz Garden,2600000000.0,86666.67,0,True,True,True,2
90.0,Northern Chitgar,455000000.0,15166.670000000013,0,True,True,True,2
134.0,Andisheh,1600000000.0,53333.33,0,True,True,True,3
60.0,Shahran,1850000000.0,61666.67,0,True,True,True,1
51.0,Shahran,2020000000.0,67333.33,2,True,True,False,1
108.0,Pardis,1300000000.0000005,43333.32999999999,2,True,True,False,2
